enzymes	subSystems	D_0	D_005	D_01	D_015	D_02	D_025	D_03	D_035	D_04	D_045	D_05	D_055	D_06	D_065	D_07	D_075	D_08	D_085	D_09	D_095	D_1	D_105	D_11	D_115	D_12	D_125	D_13	D_135	D_14	D_145	D_15	D_155	D_16	D_165	D_17	D_175	D_18	D_185	D_19	D_195	D_2	D_205	D_21	D_215	D_22	D_225	D_23	D_235	D_24	D_245	D_25	D_255	D_26	D_265	D_27	D_275	D_28	D_285	D_29	D_295	D_3	D_305	D_31	D_315	D_32	D_325	D_33	D_335	D_34	D_345	D_35	D_355	D_36	D_365	D_37	D_375	D_38	D_385	D_39	D_395	D_4
P00127	Oxidative Phosphorylation	0.000807	0.001113	0.001418	0.001722	0.002025	0.002327	0.002628	0.002927	0.003226	0.003523	0.003818	0.004113	0.004406	0.004698	0.004989	0.005278	0.005566	0.00587	0.006177	0.006489	0.006801	0.007115	0.00743	0.007745	0.008063	0.008387	0.008714	0.009042	0.009371	0.009702	0.010034	0.010368	0.010703	0.011039	0.011377	0.011716	0.012057	0.012399	0.012742	0.013087	0.013432	0.01378	0.014128	0.014478	0.014829	0.015181	0.015533	0.015828	0.016122	0.016415	0.016707	0.016997	0.017287	0.017575	0.017853	0.01811	0.018345	0.018479	0.018097	0.017742	0.017303	0.016867	0.016433	0.016002	0.015574	0.015148	0.014724	0.014304	0.013885	0.01347	0.013056	0.012646	0.012238	0.011832	0.011429	0.011029	0.010631	0.010236	0.009843	0.009453	0.009066
P00128	Oxidative Phosphorylation	0.000681	0.000939	0.001197	0.001454	0.001709	0.001964	0.002218	0.002471	0.002722	0.002973	0.003223	0.003471	0.003719	0.003965	0.00421	0.004455	0.004698	0.004954	0.005213	0.005476	0.00574	0.006005	0.006271	0.006537	0.006805	0.007079	0.007354	0.007631	0.007909	0.008188	0.008469	0.00875	0.009033	0.009317	0.009602	0.009888	0.010176	0.010464	0.010754	0.011045	0.011337	0.01163	0.011924	0.012219	0.012516	0.012813	0.013109	0.013359	0.013607	0.013854	0.0141	0.014346	0.01459	0.014833	0.015068	0.015284	0.015483	0.015596	0.015274	0.014974	0.014604	0.014236	0.01387	0.013506	0.013144	0.012785	0.012427	0.012072	0.011719	0.011368	0.011019	0.010673	0.010329	0.009986	0.009646	0.009308	0.008973	0.008639	0.008308	0.007979	0.007651
P00163	Oxidative Phosphorylation	0.002041	0.002816	0.003588	0.004357	0.005124	0.005887	0.006648	0.007405	0.00816	0.008911	0.009659	0.010405	0.011146	0.011885	0.01262	0.013352	0.014081	0.014849	0.015626	0.016415	0.017206	0.017999	0.018795	0.019593	0.020396	0.021218	0.022044	0.022873	0.023707	0.024543	0.025384	0.026228	0.027075	0.027927	0.028781	0.029639	0.030501	0.031366	0.032234	0.033106	0.033981	0.034859	0.035741	0.036625	0.037513	0.038405	0.039294	0.04004	0.040784	0.041526	0.042264	0.042999	0.043731	0.04446	0.045164	0.045813	0.046409	0.046747	0.045782	0.044883	0.043773	0.042669	0.041572	0.040482	0.039398	0.03832	0.037249	0.036184	0.035126	0.034075	0.033029	0.031991	0.030959	0.029933	0.028914	0.027901	0.026895	0.025895	0.024901	0.023915	0.022934
P00330	Anaerobic excretion // Anaerobic excretion	0.036081	0.035877	0.035675	0.035474	0.035273	0.035072	0.034873	0.034674	0.034477	0.03428	0.034083	0.033888	0.033693	0.0335	0.033307	0.033115	0.032923	0.032828	0.032751	0.032692	0.032632	0.032573	0.032513	0.032454	0.032277	0.031345	0.030408	0.029467	0.028522	0.027574	0.026621	0.025665	0.024705	0.023742	0.022774	0.021803	0.020828	0.01985	0.018868	0.017883	0.016894	0.015902	0.014906	0.013907	0.012905	0.011899	0.010889	0.009839	0.008795	0.007755	0.006719	0.005689	0.004662	0.003641	0.002622	0.001608	0.000601	2e-06	0.000162	0.000338	0.000558	0.000776	0.000993	0.001208	0.001423	0.001636	0.001847	0.002057	0.002266	0.002474	0.00268	0.002885	0.003088	0.00329	0.003491	0.003691	0.003889	0.004085	0.004281	0.004475	0.004668
P00358	Glycolysis // Glycolysis	0.058292	0.057153	0.056019	0.054889	0.053763	0.052642	0.051526	0.050414	0.049307	0.048206	0.047109	0.046016	0.044929	0.043847	0.04277	0.041699	0.040632	0.039685	0.038759	0.037853	0.036945	0.036034	0.03512	0.034204	0.033289	0.032397	0.031501	0.030601	0.029698	0.028791	0.027879	0.026965	0.026046	0.025124	0.024198	0.023269	0.022336	0.021399	0.020459	0.019516	0.018569	0.017619	0.016665	0.015709	0.014748	0.013785	0.012816	0.011802	0.010793	0.009787	0.008786	0.007789	0.006797	0.005809	0.004823	0.003838	0.002858	0.00059	0.000298	0.000323	0.000353	0.000382	0.000412	0.000442	0.000471	0.0005	0.000529	0.000558	0.000586	0.000615	0.000643	0.000671	0.000699	0.000727	0.000754	0.000782	0.000809	0.000836	0.000863	0.00089	0.000917
P00359	Glycolysis // Glycolysis	0.058292	0.057153	0.056019	0.054889	0.053763	0.052642	0.051526	0.050414	0.049307	0.048205	0.047108	0.046016	0.044929	0.043847	0.04277	0.041698	0.040632	0.039685	0.038759	0.037853	0.036945	0.036034	0.03512	0.034204	0.033289	0.032397	0.031501	0.030601	0.029698	0.02879	0.027879	0.026965	0.026046	0.025124	0.024198	0.023269	0.022336	0.021399	0.020459	0.019516	0.018569	0.017619	0.016665	0.015708	0.014748	0.013785	0.012953	0.015678	0.01839	0.021089	0.023775	0.026448	0.029107	0.031753	0.034369	0.036929	0.039426	0.044972	0.053215	0.058861	0.065852	0.072801	0.079709	0.086576	0.093402	0.100186	0.106929	0.11363	0.12029	0.12691	0.133488	0.140024	0.146519	0.152973	0.159386	0.165757	0.172087	0.178376	0.184623	0.190829	0.196994
P00360	Glycolysis // Glycolysis	0.058292	0.057153	0.056019	0.054889	0.053763	0.052642	0.051526	0.050414	0.049307	0.048205	0.047108	0.046016	0.044929	0.043847	0.04277	0.041698	0.040632	0.039685	0.038759	0.037853	0.036945	0.036034	0.03512	0.034204	0.033289	0.032397	0.031501	0.030601	0.029698	0.02879	0.027879	0.026965	0.026046	0.025124	0.024198	0.023269	0.022336	0.021399	0.020459	0.019516	0.018569	0.017619	0.016665	0.015708	0.014748	0.013785	0.012816	0.011802	0.010793	0.009787	0.008786	0.007789	0.006797	0.005809	0.004823	0.003838	0.002858	0.0024	0.002817	0.003116	0.003486	0.003853	0.004218	0.004581	0.004942	0.005301	0.005657	0.006012	0.006364	0.006714	0.007061	0.007407	0.00775	0.008092	0.008431	0.008767	0.009102	0.009435	0.009765	0.010093	0.010419
P00401	Oxidative Phosphorylation // Oxidative Phosphorylation	0.000872	0.001203	0.001533	0.001862	0.002189	0.002515	0.00284	0.003164	0.003486	0.003807	0.004127	0.004445	0.004762	0.005078	0.005392	0.005705	0.006016	0.006344	0.006677	0.007013	0.007351	0.00769	0.00803	0.008372	0.008715	0.009066	0.009419	0.009773	0.010129	0.010487	0.010846	0.011206	0.011568	0.011932	0.012297	0.012664	0.013032	0.013401	0.013772	0.014145	0.014519	0.014894	0.015271	0.015649	0.016028	0.016409	0.016789	0.017108	0.017426	0.017742	0.018058	0.018372	0.018685	0.018996	0.019297	0.019574	0.019829	0.019973	0.019561	0.019177	0.018703	0.018231	0.017762	0.017296	0.016833	0.016373	0.015915	0.01546	0.015008	0.014559	0.014112	0.013668	0.013227	0.012789	0.012354	0.011921	0.011491	0.011064	0.010639	0.010218	0.009799
P00410	Oxidative Phosphorylation // Oxidative Phosphorylation	0.000424	0.000585	0.000745	0.000905	0.001064	0.001222	0.00138	0.001537	0.001694	0.00185	0.002005	0.00216	0.002314	0.002467	0.00262	0.002772	0.002923	0.003082	0.003244	0.003408	0.003572	0.003736	0.003902	0.004067	0.004234	0.004405	0.004576	0.004748	0.004921	0.005095	0.005269	0.005445	0.005621	0.005797	0.005975	0.006153	0.006332	0.006511	0.006691	0.006872	0.007054	0.007236	0.007419	0.007603	0.007787	0.007972	0.008157	0.008312	0.008466	0.00862	0.008773	0.008926	0.009078	0.009229	0.009375	0.00951	0.009634	0.009704	0.009504	0.009317	0.009087	0.008858	0.00863	0.008403	0.008178	0.007955	0.007732	0.007511	0.007292	0.007073	0.006856	0.006641	0.006427	0.006214	0.006002	0.005792	0.005583	0.005375	0.005169	0.004964	0.004761
P00420	Oxidative Phosphorylation // Oxidative Phosphorylation	0.00045	0.000621	0.000792	0.000961	0.00113	0.001299	0.001467	0.001634	0.0018	0.001966	0.002131	0.002295	0.002459	0.002622	0.002784	0.002946	0.003106	0.003276	0.003447	0.003621	0.003796	0.003971	0.004146	0.004323	0.0045	0.004681	0.004863	0.005046	0.00523	0.005415	0.0056	0.005786	0.005973	0.006161	0.006349	0.006539	0.006729	0.00692	0.007111	0.007304	0.007497	0.00769	0.007885	0.00808	0.008276	0.008473	0.008669	0.008833	0.008998	0.009161	0.009324	0.009486	0.009648	0.009808	0.009964	0.010107	0.010238	0.010313	0.0101	0.009902	0.009657	0.009413	0.009171	0.008931	0.008692	0.008454	0.008218	0.007983	0.007749	0.007517	0.007287	0.007058	0.00683	0.006604	0.006379	0.006155	0.005933	0.005713	0.005494	0.005276	0.00506
