enzymes	subSystems	D_0	D_005	D_01	D_015	D_02	D_025	D_03	D_035	D_04	D_045	D_05	D_055	D_06	D_065	D_07	D_075	D_08	D_085	D_09	D_095	D_1	D_105	D_11	D_115	D_12	D_125	D_13	D_135	D_14	D_145	D_15	D_155	D_16	D_165	D_17	D_175	D_18	D_185	D_19	D_195	D_2	D_205	D_21	D_215	D_22	D_225	D_23	D_235	D_24	D_245	D_25	D_255	D_26	D_265	D_27	D_275	D_28	D_285	D_29	D_295	D_3	D_305	D_31	D_315	D_32	D_325	D_33	D_335	D_34	D_345	D_35	D_355	D_36	D_365	D_37	D_375	D_38	D_385	D_39	D_395	D_4
P00127	Oxidative Phosphorylation	0.000913	0.001256	0.001597	0.001934	0.002268	0.0026	0.002928	0.003254	0.003576	0.003896	0.004212	0.004526	0.004837	0.005146	0.005451	0.005756	0.006062	0.006385	0.00671	0.007034	0.007358	0.007682	0.008006	0.008329	0.008653	0.008984	0.009316	0.009647	0.009979	0.010311	0.010643	0.010975	0.011308	0.01164	0.011972	0.012305	0.012637	0.01297	0.013302	0.013634	0.013967	0.014299	0.014603	0.014892	0.015179	0.015465	0.015749	0.016031	0.016312	0.016591	0.016868	0.017143	0.017417	0.017689	0.017949	0.018199	0.018392	0.018479	0.018097	0.017742	0.017303	0.016867	0.016433	0.016002	0.015574	0.015148	0.014724	0.014304	0.013885	0.01347	0.013056	0.012646	0.012238	0.011832	0.011429	0.011029	0.010631	0.010236	0.009843	0.009453	0.009066
P00128	Oxidative Phosphorylation	0.00077	0.00106	0.001347	0.001632	0.001914	0.002194	0.002471	0.002746	0.003018	0.003288	0.003555	0.00382	0.004083	0.004343	0.0046	0.004858	0.005116	0.005389	0.005663	0.005937	0.00621	0.006484	0.006757	0.00703	0.007303	0.007583	0.007862	0.008142	0.008422	0.008702	0.008983	0.009263	0.009544	0.009824	0.010105	0.010385	0.010666	0.010946	0.011227	0.011507	0.011788	0.012068	0.012325	0.012569	0.012811	0.013052	0.013292	0.01353	0.013767	0.014002	0.014236	0.014469	0.0147	0.014929	0.015149	0.01536	0.015523	0.015596	0.015274	0.014974	0.014604	0.014236	0.01387	0.013506	0.013144	0.012785	0.012427	0.012072	0.011719	0.011368	0.011019	0.010673	0.010329	0.009986	0.009646	0.009308	0.008973	0.008639	0.008308	0.007979	0.007651
P00163	Oxidative Phosphorylation	0.002309	0.003178	0.004039	0.004892	0.005738	0.006576	0.007407	0.008231	0.009047	0.009855	0.010657	0.011451	0.012237	0.013017	0.013789	0.014562	0.015335	0.016153	0.016974	0.017795	0.018615	0.019434	0.020253	0.021071	0.02189	0.022728	0.023566	0.024405	0.025245	0.026084	0.026924	0.027765	0.028605	0.029446	0.030287	0.031128	0.031969	0.03281	0.033651	0.034491	0.035332	0.036172	0.036942	0.037673	0.0384	0.039123	0.039841	0.040555	0.041265	0.04197	0.042671	0.043368	0.04406	0.044748	0.045407	0.046038	0.046527	0.046747	0.045782	0.044883	0.043773	0.042669	0.041572	0.040482	0.039398	0.03832	0.037249	0.036184	0.035126	0.034075	0.033029	0.031991	0.030959	0.029933	0.028914	0.027901	0.026895	0.025895	0.024901	0.023915	0.022934
P00330	Anaerobic excretion // Anaerobic excretion	0.040826	0.04049	0.040158	0.039828	0.039501	0.039178	0.038857	0.038538	0.038223	0.037911	0.037601	0.037295	0.036991	0.03669	0.036391	0.036114	0.035855	0.03571	0.035575	0.035439	0.035304	0.035169	0.035035	0.0349	0.034641	0.033574	0.032507	0.03144	0.030372	0.029304	0.028236	0.027168	0.026101	0.025033	0.023965	0.022898	0.02183	0.020764	0.019697	0.018631	0.017566	0.016501	0.015407	0.014305	0.01321	0.012121	0.01104	0.009966	0.008898	0.007838	0.006784	0.005737	0.004697	0.003664	0.002636	0.001616	0.000602	2e-06	0.000162	0.000338	0.000558	0.000776	0.000993	0.001208	0.001423	0.001636	0.001847	0.002057	0.002266	0.002474	0.00268	0.002885	0.003088	0.00329	0.003491	0.003691	0.003889	0.004085	0.004281	0.004475	0.004668
P00358	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000323	0.000353	0.000382	0.000412	0.000442	0.000471	0.0005	0.000529	0.000558	0.000586	0.000615	0.000643	0.000671	0.000699	0.000727	0.000754	0.000782	0.000809	0.000836	0.000863	0.00089	0.000917
P00359	Glycolysis // Glycolysis	0.065959	0.064502	0.063058	0.061627	0.060208	0.058803	0.057411	0.056032	0.054666	0.053312	0.051971	0.050642	0.049326	0.048023	0.046731	0.045476	0.04425	0.043169	0.042102	0.041035	0.03997	0.038906	0.037843	0.036782	0.035726	0.034701	0.033676	0.03265	0.031624	0.030597	0.029571	0.028544	0.027517	0.02649	0.025464	0.024437	0.02341	0.022384	0.021358	0.020332	0.019307	0.018282	0.01913	0.020889	0.022635	0.024368	0.026089	0.027797	0.029493	0.031176	0.032847	0.034506	0.036152	0.037786	0.039387	0.040953	0.042379	0.045561	0.053513	0.058861	0.065852	0.072801	0.079709	0.086576	0.093402	0.100186	0.106929	0.11363	0.12029	0.12691	0.133488	0.140024	0.146519	0.152973	0.159386	0.165757	0.172087	0.178376	0.184623	0.190829	0.196994
P00360	Glycolysis // Glycolysis	0.065959	0.064502	0.063058	0.061627	0.060208	0.058803	0.057411	0.056032	0.054666	0.053312	0.051971	0.050642	0.049326	0.048023	0.046731	0.045476	0.04425	0.043169	0.042102	0.041035	0.03997	0.038906	0.037843	0.036782	0.035726	0.034701	0.033676	0.03265	0.031624	0.030597	0.029571	0.028544	0.027517	0.02649	0.025464	0.024437	0.02341	0.022384	0.021358	0.020332	0.019307	0.018282	0.017225	0.016158	0.015097	0.014042	0.012995	0.011954	0.010919	0.009892	0.00887	0.007856	0.006848	0.005846	0.004849	0.003857	0.002865	0.0024	0.002817	0.003116	0.003486	0.003853	0.004218	0.004581	0.004942	0.005301	0.005657	0.006012	0.006364	0.006714	0.007061	0.007407	0.00775	0.008092	0.008431	0.008767	0.009102	0.009435	0.009765	0.010093	0.010419
P00401	Oxidative Phosphorylation // Oxidative Phosphorylation	0.000987	0.001358	0.001726	0.00209	0.002452	0.00281	0.003165	0.003517	0.003865	0.004211	0.004553	0.004893	0.005229	0.005562	0.005892	0.006222	0.006552	0.006901	0.007252	0.007603	0.007954	0.008304	0.008653	0.009003	0.009353	0.009711	0.010069	0.010428	0.010786	0.011145	0.011504	0.011863	0.012222	0.012581	0.012941	0.0133	0.013659	0.014018	0.014378	0.014737	0.015096	0.015455	0.015784	0.016096	0.016407	0.016716	0.017023	0.017328	0.017631	0.017932	0.018232	0.018529	0.018825	0.019119	0.019401	0.019671	0.019879	0.019973	0.019561	0.019177	0.018703	0.018231	0.017762	0.017296	0.016833	0.016373	0.015915	0.01546	0.015008	0.014559	0.014112	0.013668	0.013227	0.012789	0.012354	0.011921	0.011491	0.011064	0.010639	0.010218	0.009799
P00410	Oxidative Phosphorylation // Oxidative Phosphorylation	0.000479	0.00066	0.000838	0.001016	0.001191	0.001365	0.001538	0.001709	0.001878	0.002046	0.002212	0.002377	0.00254	0.002702	0.002862	0.003023	0.003183	0.003353	0.003524	0.003694	0.003864	0.004034	0.004204	0.004374	0.004544	0.004718	0.004892	0.005066	0.00524	0.005415	0.005589	0.005764	0.005938	0.006113	0.006287	0.006462	0.006636	0.006811	0.006985	0.00716	0.007334	0.007509	0.007669	0.007821	0.007971	0.008121	0.00827	0.008419	0.008566	0.008712	0.008858	0.009003	0.009146	0.009289	0.009426	0.009557	0.009658	0.009704	0.009504	0.009317	0.009087	0.008858	0.00863	0.008403	0.008178	0.007955	0.007732	0.007511	0.007292	0.007073	0.006856	0.006641	0.006427	0.006214	0.006002	0.005792	0.005583	0.005375	0.005169	0.004964	0.004761
P00420	Oxidative Phosphorylation // Oxidative Phosphorylation	0.000509	0.000701	0.000891	0.001079	0.001266	0.001451	0.001634	0.001816	0.001996	0.002174	0.002351	0.002526	0.0027	0.002872	0.003042	0.003213	0.003383	0.003563	0.003745	0.003926	0.004107	0.004287	0.004468	0.004648	0.004829	0.005014	0.005199	0.005384	0.005569	0.005755	0.00594	0.006125	0.006311	0.006496	0.006682	0.006867	0.007053	0.007238	0.007424	0.007609	0.007795	0.00798	0.00815	0.008311	0.008472	0.008631	0.008789	0.008947	0.009103	0.009259	0.009414	0.009567	0.00972	0.009872	0.010017	0.010157	0.010264	0.010313	0.0101	0.009902	0.009657	0.009413	0.009171	0.008931	0.008692	0.008454	0.008218	0.007983	0.007749	0.007517	0.007287	0.007058	0.00683	0.006604	0.006379	0.006155	0.005933	0.005713	0.005494	0.005276	0.00506
