uniprot	rxnName	Kcat	ECC	rxnID	delta_V	delta_Ea	option
prot_P00127	ubiquinol:ferricytochrome c reductase (No1)	110	0.433404484894822	RIP1No1	4.3340405145583e-07	9.99998999920379e-07	1
prot_P00401	ferrocytochrome-c:oxygen oxidoreductase (No1)	693.5	0.433404481809225	COX1No1	4.33404048358304e-07	9.99998999892849e-07	1
prot_P00401	ferrocytochrome-c:oxygen oxidoreductase (No5)	693.5	0.433404481809225	COX1No5	4.33404048358304e-07	9.99998999892849e-07	1
prot_P00830	ATP synthase (No1)	120	0.365437963970137	ATP1No1	3.65437598484088e-07	9.99998999868419e-07	1
prot_P12695	pyruvate dehydrogenase (No1)	574.004045580513	0.354435409673516	PDHNo1	3.54435055178272e-07	9.99998999831186e-07	1
prot_P47052	Succinate dehydrogenase (No1)	167.004014776515	0.197095135514785	SDHNo1	1.97094938363375e-07	9.99998999714481e-07	1
prot_P21801	Succinate dehydrogenase (No2)	219.3	0.197095134547454	SDHNo2	1.97094937395398e-07	9.99998999711201e-07	1
prot_P00890	citrate synthase (No1)	141.3	0.186383231264061	CITNo1	1.863830448195e-07	9.99998999670948e-07	1
prot_Q07500	NADH dehydrogenase, cytosolic/mitochondrial (No1)	500	0.157979227631012	NDE2No1	1.57979069620647e-07	9.99998999802908e-07	1
prot_P00549	Pyruvate kinase (No1)	232	0.0715401690242165	CDCNo1	7.15400974649616e-08	9.99998999733214e-07	1
prot_P16861	Phosphofructokinase (No2)	642	0.0500289983727698	PFKNo2	5.00289483371054e-08	9.99998999866757e-07	1
prot_P52910	acetyl-CoA synthetase (No2)	62.4	0.0175025694857555	ACSNo2	1.75025519816812e-08	9.99998999914022e-07	1
prot_P21954	Isocitrate dehydrogenase (NAD+) (No1)	28	0.0119076685490724	IDHNo1	1.19076566400318e-08	9.99998999884779e-07	1
prot_P21954	isocitrate dehydrogenase (NADP) (No1)	28	0.0119076685490724	IDPHNo1	1.19076566400318e-08	9.99998999884779e-07	1
prot_P53312	succinate-CoA ligase (ADP-forming) (No1)	200.996944846438	0.0117010695610238	LSC2No1	1.17010578565893e-08	9.99998999712423e-07	1
prot_P20967	oxoglutarate dehydrogenase (No1)	27.8	0.0117010695597938	KGD1No1	1.17010578565893e-08	9.99998999817538e-07	1
prot_P06169	Pyruvate decarboxylase (No2)	62	0.0110722969184997	PDCNo2	1.10722858441384e-08	9.99998999813553e-07	1
prot_P10963	Phosphoenolpyruvate carboxykinase (No1)	62	0.00718235880800357	PCKNo1	7.18235162462503e-09	9.99998999858023e-07	1
prot_P09201	fructose-bisphosphatase (No1)	69.7	0.00718235416180298	FBPNo1	7.18234697833616e-09	9.99998999845084e-07	1
prot_P46367	acetaldehyde dehydrogenase (No4)	45.2997028339494	0.00698041443713174	ALD2No4	6.98040745465508e-09	9.9999899970457e-07	1
prot_P47771	acetaldehyde dehydrogenase (No2)	31.7	0.00698041443661231	ALD2No2	6.98040745465508e-09	9.99998999778983e-07	1
prot_P40047	acetaldehyde dehydrogenase (No3)	45.2997028339494	0.00698041443599309	ALD2No3	6.98040745465508e-09	9.99998999867691e-07	1
prot_Q04458	acetaldehyde dehydrogenase (No1)	19.7005516154452	0.00698041443596294	ALD2No1	6.98040745465508e-09	9.99998999872009e-07	1
prot_P11154	pyruvate carboxylase (No2)	60	0.00457113836629163	PYCNo2	4.57113379402013e-09	9.99998999752111e-07	1
prot_P40106	glycerol-3-phosphatase (No1)	11.16	0.0045706930967994	GPPNo1	4.57068852466993e-09	9.99998999685744e-07	1
prot_Q00055	glycerol-3-phosphate dehydrogenase (NAD) (No1)	113	0.00457069096719478	DARNo1	4.57068639512086e-09	9.99998999697432e-07	1
