enzyme	enzNames	genes	subSystems	usage	usage_regulated	usage_ratio
P00127	QCR6	YFR033C	Oxidative Phosphorylation	0.000369558357	0.000327340067	0.885760153436644
P00128	QCR7	YDR529C	Oxidative Phosphorylation	0.000311905196	0.000276273194	0.885760152582114
P00163	COB	Q0105	Oxidative Phosphorylation	0.000934891315	0.000828089477	0.885760155981462
P00330	ADH1	YOL086C	Anaerobic excretion // Anaerobic excretion	0.000163832937	0.000177385846	1.08272395800313
P00358	TDH2	YJR009C	Glycolysis // Glycolysis	0	0.000503610544	503610544001
P00359	TDH3	YGR192C	Glycolysis // Glycolysis	0.007522508711	0.006925169174	0.920593041504034
P00360	TDH1	YJL052W	Glycolysis // Glycolysis	0	0.000503609278	503609278001
P00401	COX1	Q0045	Oxidative Phosphorylation // Oxidative Phosphorylation	0.000399445657	0.000353813047	0.885760154854091
P00410	COX2	Q0250	Oxidative Phosphorylation // Oxidative Phosphorylation	0.000194071422	0.000171900733	0.885760155867329
P00420	COX3	Q0275	Oxidative Phosphorylation // Oxidative Phosphorylation	0.000206248976	0.000182687125	0.885760155241276
P00425	COX5B	YIL111W	Oxidative Phosphorylation	0.000116825739	0.000103305742	0.884272103770863
P00427	COX6	YHR051W	Oxidative Phosphorylation	0.000117810061	0.00010417615	0.884272099647888
P00549	CDC19	YAL038W	Glycolysis	0.001188576645	0.001254926392	1.05582285945047
P00560	PGK1	YCR012W	Glycolysis // Glycolysis	0.00043138608	0.000512340891	1.18766208450633
P00830	ATP2	YJR121W	Oxidative Phosphorylation	0.000934979942	0.000829448435	0.887129656734511
P00854	ATP6	Q0085	Oxidative Phosphorylation	0.000496532103	0.000440488354	0.887129656549343
P00856	ATP8	Q0080	Oxidative Phosphorylation	9.9348363e-05	8.8134879e-05	0.887129655071547
P00890	CIT1	YNR001C	TCA	6.8438096e-05	5.0008251e-05	0.730707806369559
P00924	ENO1	YGR254W	Glycolysis // Glycolysis	0	0.000113950944	113950944001
P00925	ENO2	YHR174W	Glycolysis // Glycolysis	0	0.000113842862	113842862001
P00942	TPI1	YDR050C	Glycolysis // Glycolysis	8.031879e-06	8.6483948e-05	10.7675860144597
P00950	GPM1	YKL152C	Glycolysis // Glycolysis	0.000248050032	0.00032792008	1.32199168593406
P04037	COX4	YGL187C	Oxidative Phosphorylation	0.000116458207	0.000102980744	0.884272106302613
P04039	COX8	YLR395C	Oxidative Phosphorylation	0.000121014794	0.000107010007	0.884272108087179
P04385	GAL1	YBR020W	Galactose metabolism	0	0	1
P04397	GAL10	YBR019C	Galactose metabolism // Galactose metabolism	0	0	1
P04806	HXK1	YFR053C	Glycolysis	0.000585091138	0.000520062959	0.888858034626584
P04807	HXK2	YGL253W	Glycolysis	0	7.3031689e-05	73031689001
P05626	ATP4	YPL078C	Oxidative Phosphorylation	0.000459436503	0.000407579747	0.88712965630446
P06169	PDC1	YLR044C	Anaerobic excretion	0.004211318345	0.003996950441	0.949097197970212
P07143	CYT1	YOR065W	Oxidative Phosphorylation	0.000729278354	0.000645965708	0.885760155168563
P07170	ADK1	YDR226W	Salvage pathways // Salvage pathways	0	0	1
P07251	ATP1	YBL099W	Oxidative Phosphorylation	0.001000065694	0.000887187935	0.887129655904498
P07255	COX9	YDL067C	Oxidative Phosphorylation // Oxidative Phosphorylation	4.7304557e-05	4.1900491e-05	0.885760139347975
P07256	COR1	YBL045C	Oxidative Phosphorylation	0.001075626696	0.000952747269	0.885760155026976
P07257	QCR2	YPR191W	Oxidative Phosphorylation	0.000866837003	0.000767809678	0.885760154842068
P08067	RIP1	YEL024W	Oxidative Phosphorylation	0.000500361793	0.00044320054	0.885760156351735
P08417	FUM1	YPL262W	TCA // TCA	8.501295e-06	5.995038e-06	0.705191150324134
P08431	GAL7	YBR018C	Galactose metabolism // Galactose metabolism	0	7.8402394e-05	78402394001
P08525	QCR8	YJL166W	Oxidative Phosphorylation	0.000235018395	0.00020816993	0.885760155072603
P09201	FBP1	YLR377C	Glycolysis	0	0	1
P09457	ATP5	YDR298C	Oxidative Phosphorylation	0.000389293321	0.00034535365	0.887129656149721
P09624	LPD1	YFL018C	Other	0.000501654867	0.000438369738	0.873847273966797
P0CX10	ERR1	YOR393W	Glycolysis // Glycolysis	0	0.000137907626	137907626001
P0CX11	ERR2	YPL281C	Glycolysis // Glycolysis	0	0	1
P10174	COX7	YMR256C	Oxidative Phosphorylation	4.7095111e-05	4.1644893e-05	0.884272106293915
P10963	PCK1	YKR097W	Other	0	0	1
P11154	PYC1	YGL062W	TCA	0.000475578422	0.000475577275	0.99999758820008
P11412	ZWF1	YNL241C	pentose phosphate	1.9184491e-05	2.036627e-05	1.06160074822618
P12695	LAT1	YNL071W	Other	3.4923171e-05	3.0517518e-05	0.873847280366555
P12709	PGI1	YBR196C	Glycolysis // Glycolysis	0.000231120389	0.000305222543	1.32062144893534
P14540	FBA1	YKL060C	Glycolysis // Glycolysis	0.003168821251	0.003339598448	1.05389297264592
P15019	TAL1	YLR354C	pentose phosphate // pentose phosphate	7.2488758e-05	0.000114204074	1.57547290297655
P16387	PDA1	YER178W	Other	0.000430443991	0.000376142308	0.873847273663361
P16451	PDX1	YGR193C	Other	3.0571815e-05	2.6715097e-05	0.873847267495442
P16467	PDC5	YLR134W	Anaerobic excretion	0	0.000273138012	273138012001
P16861	PFK1	YGR240C	Glycolysis	0	0	1
P16862	PFK2	YMR205C	Glycolysis // Glycolysis	0.000761723715	0.00080277527	1.05389297220442
P17505	MDH1	YKL085W	TCA // TCA	3.0997099e-05	2.1859431e-05	0.705208929399967
P17709	GLK1	YCL040W	Glycolysis	0	3.4668873e-05	34668873001
P19414	ACO1	YLR304C	TCA // TCA	0.000107962864	0.000146366398	1.35571058951941
P19516	COX11	YPL132W	Oxidative Phosphorylation	0	1.9889173e-05	19889173001
P20967	KGD1	YIL125W	TCA	0.000681284466	0.000480423648	0.705173348250531
P21306	ATP15	YPL271W	Oxidative Phosphorylation	0.000115051903	0.000102065955	0.887129654866403
P21801	SDH2	YLL041C	TCA // TCA	2.2820544e-05	1.6092845e-05	0.7051911207855
P21826	DAL7	YIR031C	Anaplerotic reactions 	0	0	1
P21954	IDP1	YDL066W	TCA // TCA	0.000311893797	0.000227898524	0.730692710763559
P22289	QCR9	YGR183C	Oxidative Phosphorylation	0.000160104792	0.000141814445	0.885760152638743
P23254	TKL1	YPR074C	pentose phosphate // pentose phosphate // pentose phosphate // pentose phosphate	0.000113782167	0.000123053066	1.08147936749982
P26263	PDC6	YGR087C	Anaerobic excretion	0	0.000271763894	271763894001
P28240	ICL1	YER065C	Anaplerotic reactions 	3.8736e-08	4.1236e-08	1.06453944484357
P30902	ATP7	YKL016C	Oxidative Phosphorylation	0.00033802104	0.000299868489	0.887129656189783
P30952	MLS1	YNL117W	Anaplerotic reactions 	2.6794e-08	2.8523e-08	1.06452936983917
P32327	PYC2	YBR218C	TCA	0	0	1
P32340	NDI1	YML120C	Oxidative Phosphorylation	0.000250766074	0.000225541182	0.899408673599526
P32473	PDB1	YBR221C	Other	0.000372026074	0.000325093971	0.873847275016875
P32799	COX13	YGL191W	Oxidative Phosphorylation	0.00010204611	9.0236528e-05	0.884272100133123
P33315	TKL2	YBR117C	pentose phosphate // pentose phosphate // pentose phosphate // pentose phosphate	0	0	1
P33401	PGM1	YKL127W	Galactose metabolism // Galactose metabolism	0	0	1
P33421	SDH3	YKL141W	TCA // TCA	1.6658335e-05	1.174731e-05	0.705191125061107
P37012	PGM2	YMR105C	Galactose metabolism // Galactose metabolism	0	0	1
P37298	SDH4	YDR178W	TCA // TCA	1.5284928e-05	1.0778796e-05	0.705191153029626
P37299	QCR10	YHR001W-A	Oxidative Phosphorylation	0.000184017654	0.000162995505	0.885760151034825
P38077	ATP3	YBR039W	Oxidative Phosphorylation	0.000586141197	0.000519983238	0.887129655211921
P38113	ADH5	YBR145W	Anaerobic excretion // Anaerobic excretion	0	0	1
P38720	GND1	YHR183W	pentose phosphate	0.000302733953	0.000297732148	0.983477885614028
P38824	COX23	YHR116W	Oxidative Phosphorylation	0	1.0117317e-05	10117317001
P38858	SOL3	YHR163W	pentose phosphate	0.000586392626	0.000576216319	0.982645915810028
P40047	ALD5	YER073W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	1.8028397e-05	18028397001
P40106	GPP2	YER062C	Anaerobic excretion	0	0	1
P40215	NDE1	YMR145C	Oxidative Phosphorylation	0	0	1
P41277	GPP1	YIL053W	Anaerobic excretion	0	5.738726e-06	5738726001
P41911	GPD2	YOL059W	Anaerobic excretion	0	0	1
P42222	ERR3	YMR323W	Glycolysis // Glycolysis	0.001064527199	0.000913725981	0.858339722891516
P43635	CIT3	YPR001W	TCA	0	0	1
P46367	ALD4	YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	0	1
